label,text_len,text_punct,text_cap,raw_text
ham,60,0.033,0.033,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?   
ham,209,0.11,0.053,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.   "
ham,53,0.038,0.038,Yo you around? A friend of mine's lookin to pick up later tonight   
ham,26,0.0,0.038,Stupid auto correct on my phone   
ham,61,0.033,0.049,Double eviction this week - Spiral and Michael and good riddance to them!   
ham,108,0.12,0.037,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""  Gud night....""  "
ham,107,0.047,0.037,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.   "
ham,26,0.154,0.038,Buy one egg for me da..please:)   
ham,20,0.0,0.05,Have you started in skye   
ham,57,0.053,0.053,Have you bookedthe hut? And also your time off? How are you by the way?   
ham,19,0.053,0.053,And several to you sir.   
ham,61,0.033,0.033,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.   
ham,20,0.1,0.1,I'm at home. Please call   
ham,78,0.103,0.038,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...   
ham,55,0.091,0.055,Now only i reached home. . . I am very tired now. . I will come tomorro   
spam,127,0.024,0.142,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP   
spam,137,0.036,0.161,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription   "
ham,33,0.03,0.03,Life style garments account no please.   
ham,36,0.028,0.056,Lol wtf random. Btw is that your lunch break   
ham,69,0.043,0.029,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx   "
ham,124,0.048,0.089,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe   "
ham,30,0.1,0.1,Detroit. The home of snow. Enjoy it.   
spam,111,0.063,0.072,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!   
ham,7,0.429,0.143,Okie...   
ham,57,0.07,0.035,"Aight, I'm chillin in a friend's room so text me when you're on the way   "
ham,23,0.043,0.043,Is toshiba portege m100 gd?   
ham,41,0.0,0.024,Well welp is sort of a semiobscure internet thing   
spam,89,0.022,0.079,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones   
spam,61,0.033,0.016,"accordingly. I repeat, just text the word ok on your mobile phone and send   "
ham,38,0.053,0.053,Loosu go to hospital. De dont let it careless.   
ham,19,0.053,0.053,How much for an eighth?   
ham,147,0.054,0.048,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/   
ham,97,0.052,0.155,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.   "
ham,73,0.137,0.055,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...   
ham,33,0.091,0.03,"How about clothes, jewelry, and trips?   "
spam,131,0.015,0.122,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge   
ham,70,0.057,0.043,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!   
spam,131,0.069,0.267,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!   
ham,22,0.045,0.091,I am late. I will be there at   
ham,120,0.067,0.092,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.   
ham,36,0.028,0.028,Are you plans with your family set in stone ?   
ham,20,0.0,0.05,Pls dont forget to study   
ham,57,0.035,0.035,You'll never believe this but i have actually got off at taunton. Wow   
ham,116,0.112,0.034,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...    "
ham,92,0.033,0.022,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy   
ham,105,0.067,0.086, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla   
ham,71,0.056,0.014,The greatest test of courage on earth is to bear defeat without losing heart....gn tc   
ham,59,0.0,0.881,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630   
ham,25,0.04,0.04,Hey so whats the plan this sat?    
ham,31,0.032,0.032,Beauty sleep can help ur pimples too.   
ham,99,0.01,0.02,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today   
spam,115,0.104,0.217,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468   
ham,16,0.062,0.062,Where to get those?   
ham,85,0.047,0.024,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.   "
ham,55,0.091,0.018,Ball is moving a lot.will spin in last :)so very difficult to bat:)   
ham,44,0.068,0.045,Haiyoh... Maybe your hamster was jealous of million   
ham,33,0.03,0.03,Can you please send me my aunty's number   
ham,34,0.088,0.059,I'm glad. You are following your dreams.   
ham,25,0.16,0.04,I've reached home finally...   
spam,137,0.073,0.058,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !   "
spam,133,0.045,0.09,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.   
ham,120,0.05,0.033,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)   "
ham,14,0.214,0.071,U can call now...   
ham,116,0.052,0.043,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.   "
ham,49,0.041,0.041,Yes. I come to nyc for audiitions and am trying to relocate.   
ham,23,0.0,0.043,I pocked you up there before   
ham,115,0.035,0.035,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing   
ham,108,0.148,0.028,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)   
ham,64,0.0,0.016,Hey mr whats the name of that bill brison book the one about language and words    
ham,29,0.138,0.034,"Okay, good, no problem, and thanx!   "
ham,232,0.039,0.03,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.   "
ham,21,0.19,0.048,Call me when u're done...   
ham,5,0.4,0.6,G.W.R   
ham,51,0.0,0.039,You best watch what you say cause I get drunk as a motherfucker   
spam,60,0.05,0.2,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA   
spam,131,0.053,0.198,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com   
spam,69,0.0,0.072,Please CALL 08712402578 immediately as there is an urgent message waiting for you   
spam,119,0.067,0.0,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???   
spam,140,0.086,0.207,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins   "
ham,119,0.092,0.286,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL   
ham,88,0.068,0.034,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.   "
ham,67,0.015,0.06,Are there TA jobs available? Let me know please cos i really need to start working   
ham,57,0.035,0.035,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.   
ham,13,0.308,0.077,Yup i'm free...   
ham,65,0.077,0.046,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?   "
ham,30,0.0,0.033,Yo come over carlos will be here soon   
ham,102,0.049,0.029,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.   
ham,45,0.022,0.022,I guess it is useless calling u 4 something important.   
ham,50,0.08,0.04,Ha ha - had popped down to the loo when you hello-ed me. Hello!   
ham,52,0.038,0.038,He dint tell anything. He is angry on me that why you told to abi.   
spam,110,0.027,0.173,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU   
ham,268,0.034,0.022,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.   
ham,31,0.097,0.032,I keep ten rs in my shelf:) buy two egg.   
ham,68,0.088,0.029,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?   "
ham,67,0.045,0.03,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.   
ham,20,0.1,0.05,Captain is in our room:)   
ham,90,0.067,0.033,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.   "
ham,119,0.025,0.966,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN    
ham,31,0.161,0.032,S...i will take mokka players only:)   
ham,30,0.033,0.033,Are you still playing with gautham?   
ham,85,0.012,0.047,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish    
ham,58,0.138,0.034,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;   "
ham,47,0.064,0.064,Sorry . I will be able to get to you. See you in the morning.   
ham,23,0.0,0.043,Aight well keep me informed   
ham,24,0.0,0.042,I am not having her number sir   
ham,38,0.026,0.026,Am only searching for good dual sim mobile pa.   
ham,29,0.0,0.034,That seems unnecessarily hostile   
ham,35,0.029,0.057,Dude got a haircut. Now its breezy up there   
spam,136,0.074,0.044,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm   "
ham,134,0.134,0.201,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)   
ham,44,0.023,0.0,i thought we were doing a king of the hill thing there.   
ham,23,0.13,0.043,Nope i'll come online now..   
ham,29,0.0,1.0,ALSO TELL HIM I SAID HAPPY BIRTHDAY   
ham,31,0.161,0.097,Y bishan lei... I tot Ì_ say lavender?    
ham,56,0.071,0.036,Boo what time u get out? U were supposed to take me shopping today. :(   
ham,94,0.043,0.021,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?   "
ham,54,0.13,0.037,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min   "
ham,22,0.0,0.045,on a Tuesday night r u 4 real   
ham,22,0.045,0.045,Yes when is the appt again?   
ham,28,0.036,0.036,Just got outta class gonna go gym.   
ham,53,0.132,0.057,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts   
ham,17,0.118,0.118,ÌÏ all write or wat..   
ham,113,0.088,0.035,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!   
ham,118,0.076,0.025,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?   
ham,42,0.071,0.024,Hi:)did you asked to waheeda fathima about leave?   
ham,17,0.176,0.059,Enjoy urself tmr...   
ham,33,0.061,0.061,You still around? I could use a half-8th   
spam,121,0.025,0.041,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597   
ham,88,0.08,0.034,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days   
ham,35,0.171,0.086,ÌÏ bot notes oredi... Cos i juz rem i got...   
ham,41,0.049,0.049,Yes. Rent is very expensive so its the way we save.   
ham,126,0.024,0.024,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng   "
ham,27,0.074,0.037,Hows the pain dear?y r u smiling?   
ham,129,0.016,0.008,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits   "
spam,142,0.063,0.246,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!   
ham,26,0.115,0.077,"Sorry, I can't help you on this.   "
ham,38,0.053,0.053,Great. So should i send you my account number.   
ham,111,0.036,0.937,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ   "
spam,104,0.029,0.144,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p   "
ham,30,0.1,0.067,ÌÏ only send me the contents page...   
ham,95,0.053,0.074,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!    "
ham,76,0.118,0.211,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""   "
ham,43,0.047,0.023,"I can't right this second, gotta hit people up first   "
ham,148,0.101,0.108,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)   "
ham,32,0.031,0.062,So what about you. What do you remember   
ham,75,0.04,0.04,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.   
ham,37,0.081,0.054,Mm yes dear look how i am hugging you both. :-P   
ham,57,0.018,0.018,I like dis sweater fr mango but no more my size already so irritating.   
ham,96,0.031,0.01,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible   
ham,13,0.231,0.077,Anytime lor...   
spam,111,0.036,0.189,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM   
ham,120,0.025,0.025,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng   
spam,106,0.123,0.142,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!   "
ham,21,0.095,0.048,Me fine..absolutly fine   
ham,50,0.06,0.06,K and you're sure I don't have to have consent forms to do it :V   
spam,124,0.065,0.145,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*   
spam,118,0.076,0.102,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy   "
ham,20,0.05,0.05,How much is torch in 9ja.   
ham,37,0.054,0.027,"Doing nothing, then u not having dinner w us?   "
ham,29,0.034,0.069,How are you. Just checking up on you   
ham,83,0.024,0.036,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.   
ham,32,0.0,0.031,Mathews or tait or edwards or anderson   
ham,115,0.026,0.009,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke   
ham,40,0.1,0.05,No need lar i go engin? Cos my sis at arts today...   
ham,132,0.023,0.015,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!   
spam,128,0.023,0.172,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705   
ham,119,0.067,0.025,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,    "
ham,23,0.174,0.043,S.i'm watching it in live..   
ham,35,0.086,0.0,"see you then, we're all christmassy here!   "
ham,20,0.4,0.1,"K I'm ready,  &lt;#&gt; ?   "
ham,123,0.073,0.057,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!   "
ham,71,0.056,0.014,The greatest test of courage on earth is to bear defeat without losing heart....gn tc   
ham,25,0.04,0.0,what are your new years plans?   
spam,61,0.098,0.131,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...   
ham,47,0.106,0.106,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!   
ham,61,0.066,0.049,"Only just got this message, not ignoring you. Yes, i was. Shopping that is   "
ham,48,0.083,0.042,Dear :-/ why you mood off. I cant drive so i brother to drive   
ham,18,0.056,0.056,When did dad get back.   
ham,339,0.018,0.024,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.   "
ham,46,0.043,0.043,Yes just finished watching days of our lives. I love it.   
ham,25,0.12,0.04,Juz go google n search 4 qet...   
ham,35,0.0,0.029,Many times we lose our best ones bcoz we are    
ham,117,0.06,0.308,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8   "
ham,19,0.0,0.053,Just getting back home   
ham,32,0.219,0.062,"Sorry, I'll call later  &lt;#&gt; mins   "
ham,42,0.071,0.024,Dun need to use dial up juz open da browser n surf...   
spam,108,0.028,0.12,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP   
ham,74,0.108,0.027,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit   "
ham,234,0.034,0.098,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.   
spam,69,0.058,0.188,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""   "
ham,27,0.0,0.037,You also didnt get na hi hi hi hi hi   
ham,49,0.0,0.02,Ya but it cant display internal subs so i gotta extract them   
ham,30,0.1,0.033,If i said anything wrong sorry de:-)   
ham,120,0.067,0.092,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.   
ham,84,0.024,0.024,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.   
ham,51,0.059,0.078,"Yeah I should be able to, I'll text you when I'm ready to meet up   "
ham,120,0.033,0.017,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night   
ham,159,0.057,0.025," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !   "
ham,21,0.048,0.048,"When you get free, call me   "
ham,102,0.049,0.039,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_   
ham,23,0.043,0.043,Ok i msg u b4 i leave my house.   
ham,55,0.182,0.073,Still at west coast... Haiz... ÌÏ'll take forever to come back...   
ham,32,0.219,0.188,MMM ... Fuck .... Merry Christmas to me   
ham,69,0.101,0.043,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...   
ham,36,0.056,0.028,Update your face book status frequently :)   
ham,29,0.103,0.034,Just now saw your message.it k da:)   
ham,19,0.053,0.053,Was it something u ate?   
ham,33,0.03,0.03,So what did the bank say about the money?   
ham,58,0.103,0.034,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...   
ham,54,0.074,0.019,Hey they r not watching movie tonight so i'll prob b home early...   
ham,34,0.147,0.088,Yar lor... How u noe? U used dat route too?   
ham,38,0.053,0.026,2mro i am not coming to gym machan. Goodnight.   
ham,94,0.074,0.032,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks   
ham,43,0.023,0.023,Can u look 4 me in da lib i got stuff havent finish yet.   
ham,45,0.067,0.067,Sounds great! Im going to sleep now. Have a good night!   
spam,115,0.087,0.017,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324   
ham,144,0.097,0.028,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?   "
ham,23,0.043,0.043,How come u got nothing to do?   
ham,76,0.026,0.026,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love   
ham,29,0.069,0.0,i want to grasp your pretty booty :)   
ham,39,0.051,0.026,I've got it down to a tea. not sure which flavour   
ham,51,0.059,0.039,I'm going 2 orchard now laready me reaching soon. U reaching?   
ham,32,0.0,0.031,Dear i am not denying your words please   
ham,109,0.018,0.055,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm   
ham,26,0.0,1.0,COME BACK TO TAMPA FFFFUUUUUUU   
ham,25,0.08,0.04,"2 celebrate my båÕday, y else?   "
ham,26,0.038,0.038,Merry christmas to u too annie!   
ham,60,0.0,0.017,Please tell me you have some of that special stock you were talking about   
ham,20,0.1,0.1,I sent them. Do you like?   
spam,140,0.071,0.171,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ   "
ham,24,0.042,0.042,"Awesome, be there in a minute   "
ham,306,0.056,0.036,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""   "
ham,58,0.052,0.034,I've told you everything will stop. Just dont let her get dehydrated.   
ham,20,0.25,0.1,Or I guess  &lt;#&gt;  min   
ham,29,0.103,0.069,I'm home. Ard wat time will u reach?   
ham,249,0.165,0.092,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person  bt not his girlfrnd... G o o d n i g h t . . .@""  "
ham,96,0.052,0.01,"If you want to mapquest it or something look up \usf dogwood drive\""  that's the tiny street where the parking lot is""  "
ham,41,0.024,0.049,Aight should I just plan to come up later tonight?   
ham,72,0.139,0.056,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...   
spam,126,0.063,0.071,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""   "
ham,190,0.032,0.032,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.   
ham,188,0.032,0.027,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.   "
ham,79,0.051,0.025,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?   "
ham,67,0.045,0.03,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.   
ham,37,0.0,0.054,Ranjith cal drpd Deeraj and deepak 5min hold   
ham,85,0.059,0.941,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""   "
ham,18,0.056,0.056,Hey u still at the gym?   
ham,112,0.143,0.071,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,   "
ham,22,0.0,0.045,Much better now thanks lol   
ham,122,0.033,0.025,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.   "
ham,78,0.026,0.038,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester   "
ham,34,0.353,0.118,Wa... U so efficient... Gee... Thanx...   
spam,40,0.05,0.05,3. You have received your mobile content. Enjoy   
ham,19,0.053,0.053,S but not able to sleep.   
spam,55,0.055,0.109,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min   
ham,28,0.071,0.071,We will meet soon princess! Ttyl!   
ham,60,0.05,0.017,I'll pick you up at about 5.15pm to go to taunton if you still want to come.   
ham,41,0.073,0.024,Oh :-)only 4 outside players allowed to play know   
ham,13,0.077,0.077,I anything lor.   
ham,21,0.0,0.048,Erutupalam thandiyachu   
ham,42,0.119,0.024,"Y cant u try new invention to fly..i'm not joking.,   "
ham,24,0.167,0.042,No..its ful of song lyrics..   
ham,55,0.036,0.018,"What do u reckon as need 2 arrange transport if u can't do it, thanks   "
ham,133,0.023,0.008,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.   
ham,37,0.108,0.081,Shopping? Eh ger i toking abt syd leh...Haha   
ham,21,0.048,0.048,What not under standing.   
ham,17,0.118,0.0,have * good weekend.   
ham,106,0.028,0.028,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.   
ham,33,0.061,0.03,Call me when you get the chance plz &lt;3   
ham,32,0.0,0.031,The new deus ex game comin early next yr   
ham,135,0.052,0.007,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7   
ham,141,0.064,0.007,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!   "
ham,24,0.0,0.042,Probably a couple hours tops   
ham,50,0.18,0.08,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!   "
ham,56,0.036,0.036,Man this bus is so so so slow. I think you're gonna get there before me   
ham,88,0.034,0.034,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.   
ham,109,0.018,0.037,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade   "
ham,2,0.0,0.5,Ok   
spam,108,0.074,0.241,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+   "
spam,137,0.073,0.175,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE   "
ham,14,0.071,0.071,Nvm take ur time.   
ham,18,0.111,0.056,So wat's da decision?   
ham,19,0.053,0.053,Wot is u up 2 then bitch?   
ham,21,0.048,0.048,Stupid.its not possible   
ham,62,0.081,0.016,She told to hr that he want posting in chennai:)because i'm working here:)   
spam,61,0.033,0.049,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a   
ham,22,0.045,0.045,When are you guys leaving?   
