,label,text_len,text_punct,text_cap,text_cleaned
4286,ham,108,0.148,0.028,"['wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', 'u', 'wil', 'really', 'hurt', 'wen', 'u', 'need', 'amp', 'u', 'dont', 'tell', 'take', 'care', '']"
4287,ham,64,0.0,0.016,"['hey', 'mr', 'whats', 'name', 'bill', 'brison', 'book', 'one', 'language', 'word', '']"
4288,ham,29,0.138,0.034,"['okay', 'good', 'problem', 'thanx', '']"
4289,ham,232,0.039,0.03,"['information', 'ikea', 'spelled', 'cap', 'yelling', 'thought', 'left', 'sitting', 'bed', 'among', 'mess', 'came', 'said', 'going', 'got', 'home', 'class', 'please', 'dont', 'try', 'bullshit', 'make', 'want', 'listen', 'le', '']"
4290,ham,21,0.19,0.048,"['call', 'ure', 'done', '']"
4291,ham,5,0.4,0.6,"['gwr', '']"
4292,ham,51,0.0,0.039,"['best', 'watch', 'say', 'cause', 'get', 'drunk', 'motherfucker', '']"
4293,spam,60,0.05,0.2,"['kit', 'strip', 'billed', '150p', 'netcollex', 'ltd', 'po', 'box', '1013', 'ig11', 'oja', '']"
4294,spam,131,0.053,0.198,"['hmv', 'bonus', 'special', '500', 'pound', 'genuine', 'hmv', 'voucher', 'answer', '4', 'easy', 'question', 'play', 'send', 'hmv', '86688', 'infowww100percentrealcom', '']"
4295,spam,69,0.0,0.072,"['please', 'call', '08712402578', 'immediately', 'urgent', 'message', 'waiting', '']"
4296,spam,119,0.067,0.0,"['thesmszonecom', 'let', 'send', 'free', 'anonymous', 'masked', 'messagesim', 'sending', 'message', 'theredo', 'see', 'potential', 'abuse', '']"
4297,spam,140,0.086,0.207,"['well', 'done', '4', 'costa', 'del', 'sol', 'holiday', 'å', '5000', 'await', 'collection', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'costå', '150pm', 'max10mins', '']"
4298,ham,119,0.092,0.286,"['hurt', 'tease', 'make', 'cry', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl', '']"
4299,ham,88,0.068,0.034,"['erm', 'woodland', 'avenue', 'somewhere', 'get', 'parish', 'magazine', 'telephone', 'number', '']"
4300,ham,67,0.015,0.06,"['ta', 'job', 'available', 'let', 'know', 'please', 'co', 'really', 'need', 'start', 'working', '']"
4301,ham,57,0.035,0.035,"['aiyar', 'hard', '2', 'type', 'u', 'later', 'free', 'tell', 'call', 'n', 'scold', 'n', 'tell', 'u', '']"
4302,ham,13,0.308,0.077,"['yup', 'im', 'free', '']"
4303,ham,65,0.077,0.046,"['good', 'good', 'billy', 'mate', 'gone', 'jogging', 'enjoy', 'concert', '']"
4304,ham,30,0.0,0.033,"['yo', 'come', 'carlos', 'soon', '']"
4305,ham,102,0.049,0.029,"['awww', 'dat', 'sweet', 'think', 'something', 'nice', 'time', 'tonight', 'ill', 'probably', 'txt', 'u', 'later', 'co', 'im', 'lonely', 'xxx', '']"
4306,ham,45,0.022,0.022,"['guess', 'useless', 'calling', 'u', '4', 'something', 'important', '']"
4307,ham,50,0.08,0.04,"['ha', 'ha', 'popped', 'loo', 'helloed', 'hello', '']"
4308,ham,52,0.038,0.038,"['dint', 'tell', 'anything', 'angry', 'told', 'abi', '']"
4309,spam,110,0.027,0.173,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'revealed', 'po', 'box385', 'm6', '6wu', '']"
4310,ham,268,0.034,0.022,"['happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance', '']"
4311,ham,31,0.097,0.032,"['keep', 'ten', 'r', 'shelf', 'buy', 'two', 'egg', '']"
4312,ham,68,0.088,0.029,"['wasnt', 'well', 'babe', 'swollen', 'gland', 'throat', 'end', '']"
4313,ham,67,0.045,0.03,"['ur', 'change', '2', 'da', 'report', 'big', 'co', 'ive', 'already', 'made', 'change', '2', 'da', 'previous', 'report', '']"
4314,ham,20,0.1,0.05,"['captain', 'room', '']"
4315,ham,90,0.067,0.033,"['cant', 'speak', 'bcaz', 'mobile', 'problem', 'listen', 'cannt', 'listen', 'voice', 'call', 'later', '']"
4316,ham,119,0.025,0.966,"['hiya', 'stu', 'wot', 'u', '2im', 'much', 'truble', 'home', 'moment', 'evone', 'hate', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'please', 'luv', 'dan', '']"
4317,ham,31,0.161,0.032,"['si', 'take', 'mokka', 'player', '']"
4318,ham,30,0.033,0.033,"['still', 'playing', 'gautham', '']"
4319,ham,85,0.012,0.047,"['hey', 'mr', 'going', 'sea', 'view', 'couple', 'gay', 'mean', 'game', 'give', 'bell', 'ya', 'finish', '']"
4320,ham,58,0.138,0.034,"['k', 'jason', 'say', 'he', 'gonna', 'around', 'ill', 'around', 'ltgt', '']"
4321,ham,47,0.064,0.064,"['sorry', 'able', 'get', 'see', 'morning', '']"
4322,ham,23,0.0,0.043,"['aight', 'well', 'keep', 'informed', '']"
4323,ham,24,0.0,0.042,"['number', 'sir', '']"
4324,ham,38,0.026,0.026,"['searching', 'good', 'dual', 'sim', 'mobile', 'pa', '']"
4325,ham,29,0.0,0.034,"['seems', 'unnecessarily', 'hostile', '']"
4326,ham,35,0.029,0.057,"['dude', 'got', 'haircut', 'breezy', '']"
4327,spam,136,0.074,0.044,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09061744553', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150pm', '']"
4328,ham,134,0.134,0.201,"['1appledayno', 'doctor', '1tulsi', 'leafdayno', 'cancer', '1lemondayno', 'fat', '1cup', 'milkdayno', 'bone', 'problms', '3', 'litre', 'watrdayno', 'disease', 'snd', 'th', '2', 'u', 'care', '']"
4329,ham,44,0.023,0.0,"['thought', 'king', 'hill', 'thing', '']"
4330,ham,23,0.13,0.043,"['nope', 'ill', 'come', 'online', '']"
4331,ham,29,0.0,1.0,"['also', 'tell', 'said', 'happy', 'birthday', '']"
4332,ham,31,0.161,0.097,"['bishan', 'lei', 'tot', 'ì', 'say', 'lavender', '']"
4333,ham,56,0.071,0.036,"['boo', 'time', 'u', 'get', 'u', 'supposed', 'take', 'shopping', 'today', '']"
4334,ham,94,0.043,0.021,"['u', 'sound', 'like', 'manky', 'scouse', 'boy', 'stevelike', 'travelling', 'da', 'bus', 'homewot', 'u', 'inmind', '4', 'recreation', 'dis', 'eve', '']"
4335,ham,54,0.13,0.037,"['fyi', 'im', 'taking', 'quick', 'shower', 'epsilon', 'like', 'ltgt', 'min', '']"
4336,ham,22,0.0,0.045,"['tuesday', 'night', 'r', 'u', '4', 'real', '']"
4337,ham,22,0.045,0.045,"['yes', 'appt', '']"
4338,ham,28,0.036,0.036,"['got', 'outta', 'class', 'gonna', 'go', 'gym', '']"
4339,ham,53,0.132,0.057,"['want', 'sent', 'ltgt', 'mesages', 'today', 'thats', 'sorry', 'hurt', '']"
4340,ham,17,0.118,0.118,"['ìï', 'write', 'wat', '']"
4341,ham,113,0.088,0.035,"['ha', 'wouldnt', 'say', 'didnt', 'read', 'anything', 'way', 'u', 'seemed', 'dont', 'like', '2', 'judgementali', 'save', 'friday', 'pub', '']"
4342,ham,118,0.076,0.025,"['valentine', 'game', 'send', 'dis', 'msg', 'ur', 'friend', '5', 'answer', 'r', 'someone', 'really', 'love', 'u', 'ques', 'colour', 'suit', 'best', '']"
4343,ham,42,0.071,0.024,"['hidid', 'asked', 'waheeda', 'fathima', 'leave', '']"
4344,ham,17,0.176,0.059,"['enjoy', 'urself', 'tmr', '']"
4345,ham,33,0.061,0.061,"['still', 'around', 'could', 'use', 'half8th', '']"
4346,spam,121,0.025,0.041,"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094597', '']"
4347,ham,88,0.08,0.034,"['give', 'u', 'back', 'id', 'proof', 'ltgt', 'r', 'wont', 'allow', 'work', 'come', 'home', 'within', 'day', '']"
4348,ham,35,0.171,0.086,"['ìï', 'bot', 'note', 'oredi', 'co', 'juz', 'rem', 'got', '']"
4349,ham,41,0.049,0.049,"['yes', 'rent', 'expensive', 'way', 'save', '']"
4350,ham,126,0.024,0.024,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng', '']"
4351,ham,27,0.074,0.037,"['hows', 'pain', 'deary', 'r', 'u', 'smiling', '']"
4352,ham,129,0.016,0.008,"['fun', 'fact', 'although', 'would', 'think', 'armand', 'would', 'eventually', 'build', 'tolerance', 'shit', 'considering', 'much', 'smoke', 'get', 'fucked', 'like', '2', 'hit', '']"
4353,spam,142,0.063,0.246,"['important', 'information', '4', 'orange', 'user', '0789xxxxxxx', 'today', 'lucky', 'day2find', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'fantastic', 'surprise', 'awaiting', '']"
4354,ham,26,0.115,0.077,"['sorry', 'cant', 'help', '']"
4355,ham,38,0.053,0.053,"['great', 'send', 'account', 'number', '']"
4356,ham,111,0.036,0.937,"['hellogorgeous', 'hows', 'u', 'fone', 'charge', 'lst', 'nitw', 'wen', 'u', 'texd', 'hopeu', 'ad', 'nice', 'wkend', 'im', 'sure', 'u', 'lookin', '4ward', '2', 'cin', 'u', '2mrw', 'luv', 'jaz', '']"
4357,spam,104,0.029,0.144,"['dating', 'service', 'asked', '2', 'contact', 'u', 'someone', 'shy', 'call', '09058091870', 'revealed', 'pobox84', 'm26', '3uz', '150p', '']"
4358,ham,30,0.1,0.067,"['ìï', 'send', 'content', 'page', '']"
4359,ham,95,0.053,0.074,"['night', 'sweet', 'sleep', 'well', 'ive', 'see', 'exorcism', 'emily', 'rose', 'may', 'never', 'sleep', 'hug', 'snogs', '']"
4360,ham,76,0.118,0.211,"['dont', 'think', 'u', 'got', 'think', 'use', 'got', 'good', 'ni8', '']"
4361,ham,43,0.047,0.023,"['cant', 'right', 'second', 'gotta', 'hit', 'people', 'first', '']"
4362,ham,148,0.101,0.108,"['evry', 'emotion', 'dsnt', 'hav', 'wordsevry', 'wish', 'dsnt', 'hav', 'prayrs', 'u', 'smiled', 'world', 'wit', 'uothrwise', 'even', 'drop', 'tear', 'dsnt', 'lik', '2', 'stay', 'wit', 'uso', 'b', 'happy', 'good', 'morning', 'keep', 'smiling', '']"
4363,ham,32,0.031,0.062,"['remember', '']"
4364,ham,75,0.04,0.04,"['ujhhhhhhh', 'computer', 'shipped', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop', '']"
4365,ham,37,0.081,0.054,"['mm', 'yes', 'dear', 'look', 'hugging', 'p', '']"
4366,ham,57,0.018,0.018,"['like', 'dis', 'sweater', 'fr', 'mango', 'size', 'already', 'irritating', '']"
4367,ham,96,0.031,0.01,"['1', 'dont', 'number', '2', 'gonna', 'massive', 'pain', 'as', 'id', 'rather', 'get', 'involved', 'thats', 'possible', '']"
4368,ham,13,0.231,0.077,"['anytime', 'lor', '']"
4369,spam,111,0.036,0.189,"['want', 'new', 'video', 'handset', '750', 'time', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705', 'del', 'sat', '']"
4370,ham,120,0.025,0.025,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng', '']"
4371,spam,106,0.123,0.142,"['ur', 'balance', 'å', '600', 'next', 'question', 'complete', 'landmark', 'big', 'bob', 'b', 'barry', 'c', 'ben', 'text', 'b', 'c', '83738', 'good', 'luck', '']"
4372,ham,21,0.095,0.048,"['fineabsolutly', 'fine', '']"
4373,ham,50,0.06,0.06,"['k', 'youre', 'sure', 'dont', 'consent', 'form', 'v', '']"
4374,spam,124,0.065,0.145,"['ur', 'tonexs', 'subscription', 'renewed', 'charged', 'å', '450', 'choose', '10', 'polys', 'month', 'wwwclubzedcouk', 'billing', 'msg', '']"
4375,spam,118,0.076,0.102,"['dont', 'prize', 'go', 'another', 'customer', 'tc', 'wwwtcbiz', '18', '150pmin', 'polo', 'ltd', 'suite', '373', 'london', 'w1j', '6hl', 'please', 'call', 'back', 'busy', '']"
4376,ham,20,0.05,0.05,"['much', 'torch', '9ja', '']"
4377,ham,37,0.054,0.027,"['nothing', 'u', 'dinner', 'w', 'u', '']"
4378,ham,29,0.034,0.069,"['checking', '']"
4379,ham,83,0.024,0.036,"['done', 'internet', 'connection', 'v', 'slow', 'û', 'send', 'try', 'later', 'first', 'thing', 'tomo', '']"
4380,ham,32,0.0,0.031,"['mathews', 'tait', 'edward', 'anderson', '']"
4381,ham,115,0.026,0.009,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sorted', 'im', 'going', 'sound', 'anyway', 'promoting', 'hex', 'way', 'dont', 'know', 'number', 'joke', '']"
4382,ham,40,0.1,0.05,"['need', 'lar', 'go', 'engin', 'co', 'si', 'art', 'today', '']"
4383,ham,132,0.023,0.015,"['thanks', 'honey', 'still', 'havent', 'heard', 'anything', 'leave', 'bit', 'longer', '2', 'crowd', 'try', 'later', 'great', 'advice', 'thanks', 'hope', 'cardiff', 'still', '']"
4384,spam,128,0.023,0.172,"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'delivered', 'tomorrow', '200', 'free', 'minute', 'mobile', '100', 'free', 'text', 'free', 'camcorder', 'reply', 'call', '8000930705', '']"
4385,ham,119,0.067,0.025,"['', 'im', 'snowboarding', 'trip', 'wondering', 'planning', 'get', 'everyone', 'together', 'befor', 'goa', 'meet', 'greet', 'kind', 'affair', 'cheer', '']"
4386,ham,23,0.174,0.043,"['sim', 'watching', 'live', '']"
4387,ham,35,0.086,0.0,"['see', 'christmassy', '']"
4388,ham,20,0.4,0.1,"['k', 'im', 'ready', 'ltgt', '']"
4389,ham,123,0.073,0.057,"['know', 'god', 'created', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'holding', 'hand', 'love', '']"
4390,ham,71,0.056,0.014,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heartgn', 'tc', '']"
4391,ham,25,0.04,0.0,"['new', 'year', 'plan', '']"
4392,spam,61,0.098,0.131,"['recpt', '13', 'ordered', 'ringtone', 'order', 'processed', '']"
4393,ham,47,0.106,0.106,"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need', '']"
4394,ham,61,0.066,0.049,"['got', 'message', 'ignoring', 'yes', 'shopping', '']"
4395,ham,48,0.083,0.042,"['dear', 'mood', 'cant', 'drive', 'brother', 'drive', '']"
4396,ham,18,0.056,0.056,"['dad', 'get', 'back', '']"
4397,ham,339,0.018,0.024,"['tell', 'shola', 'please', 'go', 'college', 'medicine', 'visit', 'academic', 'department', 'tell', 'academic', 'secretary', 'current', 'situation', 'ask', 'transfer', 'ask', 'someone', 'check', 'sagamu', 'thing', 'lautech', 'vital', 'completes', 'medical', 'education', 'nigeria', 'le', 'expensive', 'much', 'le', 'expensive', 'unless', 'getting', 'citizen', 'rate', 'new', 'zealand', '']"
4398,ham,46,0.043,0.043,"['yes', 'finished', 'watching', 'day', 'life', 'love', '']"
4399,ham,25,0.12,0.04,"['juz', 'go', 'google', 'n', 'search', '4', 'qet', '']"
4400,ham,35,0.0,0.029,"['many', 'time', 'lose', 'best', 'one', 'bcoz', '']"
4401,ham,117,0.06,0.308,"['good', 'friend', 'care', 'close', 'friend', 'understand', 'true', 'friend', 'stay', 'forever', 'beyond', 'word', 'beyond', 'time', 'gud', 'ni8', '']"
4402,ham,19,0.0,0.053,"['getting', 'back', 'home', '']"
4403,ham,32,0.219,0.062,"['sorry', 'ill', 'call', 'later', 'ltgt', 'min', '']"
4404,ham,42,0.071,0.024,"['dun', 'need', 'use', 'dial', 'juz', 'open', 'da', 'browser', 'n', 'surf', '']"
4405,spam,108,0.028,0.12,"['one', 'registered', 'subscriber', 'u', 'enter', 'draw', '4', '100', 'gb', 'gift', 'voucher', 'replying', 'enter', 'unsubscribe', 'text', 'stop', '']"
4406,ham,74,0.108,0.027,"['awesome', 'plan', 'get', 'time', 'like', 'ltgt', 'ill', 'text', 'detail', 'wee', 'bit', '']"
4407,ham,234,0.034,0.098,"['take', 'care', 'sleep', 'wellyou', 'need', 'learn', 'change', 'lifeyou', 'need', 'get', 'convinced', 'thati', 'wait', 'conversation', 'usget', 'convinced', 'timeyour', 'family', 'many', 'sensesrespect', 'overemphasiseor', 'u', 'role', 'life', '']"
4408,spam,69,0.058,0.188,"['chance', 'win', 'free', 'bluetooth', 'headset', 'simply', 'reply', 'back', 'adp', '']"
4409,ham,27,0.0,0.037,"['also', 'didnt', 'get', 'na', 'hi', 'hi', 'hi', 'hi', 'hi', '']"
4410,ham,49,0.0,0.02,"['ya', 'cant', 'display', 'internal', 'sub', 'gotta', 'extract', '']"
4411,ham,30,0.1,0.033,"['said', 'anything', 'wrong', 'sorry', 'de', '']"
4412,ham,120,0.067,0.092,"['sad', 'story', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish', '']"
4413,ham,84,0.024,0.024,"['stupid', 'say', 'challenge', 'godyou', 'dont', 'think', 'write', 'instead', 'respond', 'immed', '']"
4414,ham,51,0.059,0.078,"['yeah', 'able', 'ill', 'text', 'im', 'ready', 'meet', '']"
4415,ham,120,0.033,0.017,"['v', 'skint', 'fancied', 'bevieswaz', 'gona', 'go', 'meet', 'othrs', 'spoon', 'jst', 'bin', 'watchng', 'planet', 'earthsofa', 'v', 'comfey', 'dont', 'make', 'hav', 'gd', 'night', '']"
4416,ham,159,0.057,0.025,"['', 'say', 'he', 'quitting', 'least5times', 'day', 'wudnt', 'take', 'much', 'notice', 'nah', 'didnt', 'mind', 'gonna', 'see', 'want', 'come', 'taunton', 'tonight', 'u', 'tell', '']"
4417,ham,21,0.048,0.048,"['get', 'free', 'call', '']"
4418,ham,102,0.049,0.039,"['little', 'darling', 'far', 'week', 'need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already', 'û', '']"
4419,ham,23,0.043,0.043,"['ok', 'msg', 'u', 'b4', 'leave', 'house', '']"
4420,ham,55,0.182,0.073,"['still', 'west', 'coast', 'haiz', 'ìïll', 'take', 'forever', 'come', 'back', '']"
4421,ham,32,0.219,0.188,"['mmm', 'fuck', 'merry', 'christmas', '']"
4422,ham,69,0.101,0.043,"['alright', 'thanks', 'advice', 'enjoy', 'night', 'ima', 'try', 'get', 'sleep', '']"
4423,ham,36,0.056,0.028,"['update', 'face', 'book', 'status', 'frequently', '']"
4424,ham,29,0.103,0.034,"['saw', 'messageit', 'k', 'da', '']"
4425,ham,19,0.053,0.053,"['something', 'u', 'ate', '']"
4426,ham,33,0.03,0.03,"['bank', 'say', 'money', '']"
4427,ham,58,0.103,0.034,"['aiyar', 'dun', 'disturb', 'u', 'liao', 'thk', 'u', 'lot', '2', 'aft', 'ur', 'cupboard', 'come', '']"
4428,ham,54,0.074,0.019,"['hey', 'r', 'watching', 'movie', 'tonight', 'ill', 'prob', 'b', 'home', 'early', '']"
4429,ham,34,0.147,0.088,"['yar', 'lor', 'u', 'noe', 'u', 'used', 'dat', 'route', '']"
4430,ham,38,0.053,0.026,"['2mro', 'coming', 'gym', 'machan', 'goodnight', '']"
4431,ham,94,0.074,0.032,"['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someone', 'gone', 'ltgt', 'buck', '']"
4432,ham,43,0.023,0.023,"['u', 'look', '4', 'da', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet', '']"
4433,ham,45,0.067,0.067,"['sound', 'great', 'im', 'going', 'sleep', 'good', 'night', '']"
4434,spam,115,0.087,0.017,"['dont', 'b', 'floppy', 'b', 'snappy', 'happy', 'gay', 'chat', 'service', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'text', 'call', '08712460324', '']"
4435,ham,144,0.097,0.028,"['housemaid', 'murderer', 'coz', 'man', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand', '']"
4436,ham,23,0.043,0.043,"['come', 'u', 'got', 'nothing', '']"
4437,ham,76,0.026,0.026,"['nothing', 'ever', 'easy', 'dont', 'looking', 'reason', 'take', 'risk', 'life', 'love', '']"
4438,ham,29,0.069,0.0,"['want', 'grasp', 'pretty', 'booty', '']"
4439,ham,39,0.051,0.026,"['ive', 'got', 'tea', 'sure', 'flavour', '']"
4440,ham,51,0.059,0.039,"['im', 'going', '2', 'orchard', 'laready', 'reaching', 'soon', 'u', 'reaching', '']"
4441,ham,32,0.0,0.031,"['dear', 'denying', 'word', 'please', '']"
4442,ham,109,0.018,0.055,"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'want', 'meet', 'today', '2', 'pm', '']"
4443,ham,26,0.0,1.0,"['come', 'back', 'tampa', 'ffffuuuuuuu', '']"
4444,ham,25,0.08,0.04,"['2', 'celebrate', 'båõday', 'else', '']"
4445,ham,26,0.038,0.038,"['merry', 'christmas', 'u', 'annie', '']"
4446,ham,60,0.0,0.017,"['please', 'tell', 'special', 'stock', 'talking', '']"
4447,ham,20,0.1,0.1,"['sent', 'like', '']"
4448,spam,140,0.071,0.171,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry41', 'å', '1000', 'claim', 'txt', 'dis', '87121', '186å', '150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj', '']"
4449,ham,24,0.042,0.042,"['awesome', 'minute', '']"
4450,ham,306,0.056,0.036,"['problem', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'say', 'thing', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'dont', 'know', 'im', 'upsetits', 'dont', 'listen', 'tell', 'going', 'upset', 'want', 'surprised', 'im', 'mad', '']"
4451,ham,58,0.052,0.034,"['ive', 'told', 'everything', 'stop', 'dont', 'let', 'get', 'dehydrated', '']"
4452,ham,20,0.25,0.1,"['guess', 'ltgt', 'min', '']"
4453,ham,29,0.103,0.069,"['im', 'home', 'ard', 'wat', 'time', 'u', 'reach', '']"
4454,ham,249,0.165,0.092,"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moralone', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h', '']"
4455,ham,96,0.052,0.01,"['want', 'mapquest', 'something', 'look', 'usf', 'dogwood', 'drive', 'thats', 'tiny', 'street', 'parking', 'lot', '']"
4456,ham,41,0.024,0.049,"['aight', 'plan', 'come', 'later', 'tonight', '']"
4457,ham,72,0.139,0.056,"['die', 'accidentally', 'deleted', 'e', 'msg', 'suppose', '2', 'put', 'e', 'sim', 'archive', 'haiz', 'sad', '']"
4458,spam,126,0.063,0.071,"['welcome', 'ukmobiledate', 'msg', 'free', 'giving', 'free', 'calling', '08719839835', 'future', 'mg', 'billed', '150p', 'daily', 'cancel', 'send', 'go', 'stop', '89123', '']"
4459,ham,190,0.032,0.032,"['wishing', 'great', 'day', 'moji', 'told', 'offer', 'always', 'speechless', 'offer', 'easily', 'go', 'great', 'length', 'behalf', 'stunning', 'exam', 'next', 'friday', 'keep', 'touch', 'sorry', '']"
4460,ham,188,0.032,0.027,"['thanks', 'reply', 'today', 'ur', 'visa', 'coming', 'r', 'u', 'still', 'buying', 'gucci', 'bag', 'sister', 'thing', 'easy', 'uncle', 'john', 'also', 'bill', 'really', 'need', 'think', 'make', 'money', 'later', 'sha', '']"
4461,ham,79,0.051,0.025,"['sorry', 'flaked', 'last', 'night', 'shit', 'seriously', 'goin', 'roommate', 'tonight', '']"
4462,ham,67,0.045,0.03,"['said', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'thk', 'he', 'cutting', 'quite', 'short', '4', 'leh', '']"
4463,ham,37,0.0,0.054,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold', '']"
4464,ham,85,0.059,0.941,"['cheer', 'callin', 'babesozi', 'culdnt', 'talkbut', 'wannatell', 'u', 'detail', 'later', 'wenwecan', 'chat', 'properly', 'x', '']"
4465,ham,18,0.056,0.056,"['hey', 'u', 'still', 'gym', '']"
4466,ham,112,0.143,0.071,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife', '']"
4467,ham,22,0.0,0.045,"['much', 'better', 'thanks', 'lol', '']"
4468,ham,122,0.033,0.025,"['nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'sorry', 'lor', 'da', 'guy', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', '2', 'meet', 'xy', 'ask', '2', 'bring', 'u', 'along', '4', 'next', 'meeting', '']"
4469,ham,78,0.026,0.038,"['lemme', 'know', 'swing', 'pick', 'im', 'free', 'basically', 'time', '1', 'semester', '']"
4470,ham,34,0.353,0.118,"['wa', 'u', 'efficient', 'gee', 'thanx', '']"
4471,spam,40,0.05,0.05,"['3', 'received', 'mobile', 'content', 'enjoy', '']"
4472,ham,19,0.053,0.053,"['able', 'sleep', '']"
4473,spam,55,0.055,0.109,"['want', 'explicit', 'sex', '30', 'sec', 'ring', '02073162414', 'cost', '20pmin', '']"
4474,ham,28,0.071,0.071,"['meet', 'soon', 'princess', 'ttyl', '']"
4475,ham,60,0.05,0.017,"['ill', 'pick', '515pm', 'go', 'taunton', 'still', 'want', 'come', '']"
4476,ham,41,0.073,0.024,"['oh', '4', 'outside', 'player', 'allowed', 'play', 'know', '']"
4477,ham,13,0.077,0.077,"['anything', 'lor', '']"
4478,ham,21,0.0,0.048,"['erutupalam', 'thandiyachu', '']"
4479,ham,42,0.119,0.024,"['cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking', '']"
4480,ham,24,0.167,0.042,"['noits', 'ful', 'song', 'lyric', '']"
4481,ham,55,0.036,0.018,"['u', 'reckon', 'need', '2', 'arrange', 'transport', 'u', 'cant', 'thanks', '']"
4482,ham,133,0.023,0.008,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'valuing', 'definitly', 'undrstnd', 'start', 'missing', '']"
4483,ham,37,0.108,0.081,"['shopping', 'eh', 'ger', 'toking', 'abt', 'syd', 'lehhaha', '']"
4484,ham,21,0.048,0.048,"['standing', '']"
4485,ham,17,0.118,0.0,"['good', 'weekend', '']"
4486,ham,106,0.028,0.028,"['miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'thats', 'rule', 'one', 'great', 'phone', 'receiving', 'quality', 'win', '']"
4487,ham,33,0.061,0.03,"['call', 'get', 'chance', 'plz', 'lt3', '']"
4488,ham,32,0.0,0.031,"['new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr', '']"
